Ensemble_ID,Gene_symbol,H376.VI.50_OFC,H376.VI.51_OFC,H376.VI.52_OFC,H376.VII.51_OFC,H376.VIII.51_OFC,H376.VIII.53_OFC,H376.VIII.52_OFC,H376.VIII.54_OFC,H376.VIII.50_OFC
ENSG00000140299,BNIP2,2.15,4.51,2.39,2.16,2.01,1.96,2.75,4.16,2.81
ENSG00000140307,GTF2A2,8.36,4.5,9.11,8.8,5.81,5.4,7.23,6.98,8.51
ENSG00000140319,SRP14,55.48,42.09,78.34,63.5,48.25,24.34,51.91,54.58,60.12
ENSG00000140320,BAHD1,5.4,7.12,6.56,3.64,9.49,2.92,4.5,5.98,4.33
ENSG00000140323,DISP2,5.09,4.16,7.94,3.03,11.65,1.51,4.29,3.54,4.45
ENSG00000140326,CDAN1,1.02,5.16,1.97,0.93,2,1.4,1.65,3.15,1.45
ENSG00000140332,TLE3,3.82,6.18,3.8,2.68,4.44,2.08,1.69,4.59,1.71
ENSG00000140350,ANP32A,10.3,8.17,7.73,10.52,8.32,4.33,8.26,9.24,9.68
ENSG00000140365,COMMD4,5.01,10.28,9.78,7.19,5.79,5.93,9.26,8.64,5.84
ENSG00000140367,UBE2Q2,11.96,8.03,14.33,14.43,10.84,2.74,9.11,7.98,10.87
ENSG00000140368,PSTPIP1,0.1,0.19,0,0.21,0.22,0.42,0,0.45,0.2
ENSG00000140374,ETFA,8.73,10.51,12.55,10.88,6.75,8.03,14.42,10.16,9.54
ENSG00000140379,BCL2A1,0,0.18,0.94,0.22,0.22,0.52,1.5,0,0.4
ENSG00000140382,HMG20A,7.48,6.44,5.95,4.87,6.83,1.32,4.36,4.47,6.79
ENSG00000140386,SCAPER,6.04,4.43,4.69,5.37,6.68,1.32,3.29,3.8,5.21
ENSG00000140391,TSPAN3,36.41,66.76,43.58,48.71,37.15,21.09,47.95,45.33,37.31
ENSG00000140395,WDR61,6.04,4.44,6.38,9.21,6.89,1.85,6.19,4.53,7.3
ENSG00000140396,NCOA2,5.24,4.19,6.36,3.62,7.06,0.87,2.77,3.19,5.84
ENSG00000140398,NEIL1,1.85,8.96,2.2,1.64,2.73,2.22,6.2,7.31,2.15
ENSG00000140400,MAN2C1,4.38,17.01,5.82,6.93,8.91,6.8,12.31,13.2,6.48
ENSG00000140403,DNAJA4,18.96,6.86,13.01,33.98,19.92,2.48,11.62,9.43,18.88
ENSG00000140406,MESDC1,7.68,4.45,10.12,6.29,7.12,2.94,4.76,7.29,5.72
ENSG00000140416,TPM1,10.65,6.87,10.78,8.98,13.16,3.13,8.49,7.38,9.05
ENSG00000140443,IGF1R,0.92,5.67,1.94,1.85,4.9,1.13,2.01,3.67,2.7
ENSG00000140450,ARRDC4,3.72,7.52,4.08,10.17,5.65,1.39,4.43,4.8,6.3
ENSG00000140451,PIF1,0.19,0.19,0.03,0,0.05,0.38,0.56,0.19,0.38
ENSG00000140455,USP3,1.14,3.44,1.38,1.42,1.09,0.95,2.61,1.92,1.98
ENSG00000140459,CYP11A1,0.05,0.06,0.09,0.04,0.1,0.54,0.75,0.75,0.37
ENSG00000140463,BBS4,5.14,6.85,6.33,5.92,7.85,1.73,6.75,6,6.93
ENSG00000140464,PML,2.89,5.9,3.85,3.38,3.91,2.47,6,3.98,2.38
ENSG00000140465,CYP1A1,0.68,0.56,1.32,0.92,1.22,0.18,0.79,0.73,0.56
ENSG00000140470,ADAMTS17,0.36,3.04,0.65,0.17,0.55,0.36,1.55,1.77,0.54
ENSG00000140471,LINS1,1.42,1.28,1.44,1.33,0.97,0.23,0.77,0.81,1.13
ENSG00000140474,ULK3,13.68,20.74,20.54,16.56,20,6.53,18.82,16.26,13.51
ENSG00000140478,GOLGA6D,0.030737,0,0,0,0,0,0,0,0
ENSG00000140479,PCSK6,1.53,1.04,0.78,1,2.63,1.01,1.89,3.18,2.25
ENSG00000140481,CCDC33,0,0,0,0.04,0.01,0,0.73,0.03,0
ENSG00000140488,CELF6,6.13,4.16,9.42,6.24,9.47,1.11,4.53,3.62,5.23
ENSG00000140497,SCAMP2,3.96,14.81,5.86,4.5,6.26,11.65,14.5,13.06,6.09
ENSG00000140505,CYP1A2,0.02,0,0,0,0,0,0.19,0,0.17
ENSG00000140506,LMAN1L,6.13,4.07,9.92,11.09,7.42,1.29,7.03,4.61,6.12
ENSG00000140511,HAPLN3,0.63,7.08,2.28,0.5,0.73,1.15,1.45,1.72,0.69
ENSG00000140519,RHCG,0.97,1.47,0.67,0.41,0.64,1.01,1.47,0.9,1.18
ENSG00000140521,POLG,4.28,7.48,4.08,4.42,6.91,2.56,6.55,5.2,4.3
ENSG00000140522,RLBP1,2.21,18,4.06,5.45,2.17,9.24,19.09,13.11,5.15
ENSG00000140525,FANCI,0.68,3.6,1.68,1.77,1.7,1.28,1.59,1.98,1.35
ENSG00000140526,ABHD2,15.79,32.33,12.38,13.01,24.79,4.77,15.25,21.51,17.2
ENSG00000140527,WDR93,0.14,0.13,0,0.02,0.05,0.09,0,0.11,0
ENSG00000140534,TICRR,0,0.44,0.2,0.04,0.14,0.12,0,0.31,0
ENSG00000140538,NTRK3,3.57,5.38,2.75,2.65,7.37,1.4,2.97,3.87,4.35
ENSG00000140543,DET1,1.43,1.97,1.87,0.83,1.72,0.4,0.95,1.37,1.71
ENSG00000140545,MFGE8,8.03,74.3,17.16,14.72,9.62,33.74,47.66,45.04,11.35
ENSG00000140548,ZNF710,3.22,12.47,2.68,4.14,6.57,3.91,7.12,11.75,4.22
ENSG00000140553,UNC45A,4.14,6.43,6.12,5.47,4.85,3.53,5.84,5.92,3.64
ENSG00000140557,ST8SIA2,4.22,1.7,3.29,0.89,2.97,0.03,0,0.75,0.19
ENSG00000140563,MCTP2,0.44,0.04,0.07,0.15,0.12,0.04,0.1,0.04,0.19
ENSG00000140564,FURIN,7.92,15.12,9.66,5.55,11.92,8.73,12.64,10.27,6.56
ENSG00000140575,IQGAP1,1.77,6.01,1.7,2.94,3.37,1.3,3.64,5.77,3.18
ENSG00000140577,CRTC3,1.51,4.72,1.14,1.45,2.46,1.34,3.01,3.75,2.38
ENSG00000140598,EFTUD1,2.83,2.29,2.2,2.76,2.24,0.49,1.02,1.82,2.05
ENSG00000140600,SH3GL3,21.46,6.56,18.36,22.45,25.32,8.67,12.67,12.09,17.06
ENSG00000140612,SEC11A,4.82,4.83,3.99,5.87,3.74,5.14,6.02,5.64,4.34
ENSG00000140623,12-Sep,0.23,0,0,0.01,0,0.05,0,0.32,0.11
ENSG00000140632,GLYR1,31.26,28.29,38.82,28.78,38.88,8.37,20.14,24.99,24.7
ENSG00000140650,PMM2,2.19,3.03,4.87,2.04,2.86,0.66,2.54,2.19,1.89
ENSG00000140675,SLC5A2,5.57,5.7,10.64,6.38,8.31,2.16,5.33,3.32,4.5
ENSG00000140678,ITGAX,0.3,0.72,0.13,0.05,1.72,0.34,0.43,0.92,0.59
ENSG00000140682,TGFB1I1,0.94,5.29,1.36,1.03,2.1,5.42,3.52,4.19,1.33
ENSG00000140688,C16orf58,20.08,21.85,28.08,21.58,29.59,7.7,18.61,15.85,16.5
ENSG00000140691,ARMC5,3.4,3.96,7.05,3.67,3.61,3.68,3.44,3.06,2.36
ENSG00000140694,PARN,6.18,5.84,4.8,6.24,6.53,1.92,5.24,5.97,6.91
ENSG00000140718,FTO,9.26,5.98,5.64,9.27,11.18,1.26,6.38,5.1,8.9
ENSG00000140740,UQCRC2,83.61,58.49,85.6,102.74,77.53,17.66,70.3,44.58,75.84
ENSG00000140743,CDR2,6.05,3.67,4.08,4.49,7.1,1.43,4.17,3.85,5.39
ENSG00000140749,IGSF6,0.69,0.78,0.65,0.48,2.24,0.18,0.88,0.68,0.65
ENSG00000140750,ARHGAP17,2.15,7.21,2.02,2.18,3.38,2.09,4.36,5.75,2.74
ENSG00000140795,MYLK3,0.46,0,0.12,0.22,0.28,0,0,0.02,0.14
ENSG00000140798,ABCC12,1.17,0.25,1.63,1.48,1.01,0.13,0.26,0.68,0.98
ENSG00000140807,NKD1,0.97,6.42,1.23,1.2,2.18,1.78,3.21,4.91,2.07
ENSG00000140829,DHX38,8.45,12.41,8.42,9.86,10.67,4.48,9.84,13.62,7.18
ENSG00000140830,TXNL4B,3.13,4.24,3.93,5.34,3.88,1.84,4.13,5.16,3.81
ENSG00000140832,MARVELD3,0.18,0.09,0.05,0.04,0.04,0.13,0,0.06,0
ENSG00000140835,CHST4,0,0,0,0,0,0.04,0,0,0.03
ENSG00000140836,ZFHX3,0.38,1.47,0.24,0.5,1,0.68,1.12,1.4,0.57
ENSG00000140839,CLEC18B,0,0.23,0.07,0,0,0.1,0,0.13,0
ENSG00000140848,CPNE2,16.36,32.33,28.87,11.23,20.28,11.04,13.04,23.46,13.48
ENSG00000140853,NLRC5,0.18,0.88,0.08,0.03,0.29,0.14,0.75,0.3,0.25
ENSG00000140854,KATNB1,20,13.26,28.58,25.38,23.28,4.84,16.5,12.01,14.78
ENSG00000140859,KIFC3,9.84,15.27,16.01,12.02,10.59,8.29,12.06,15.41,6.34
ENSG00000140873,ADAMTS18,0.1,0.53,0.19,0.13,0.24,0.43,0.61,0.72,0.36
ENSG00000140876,NUDT7,1.59,3.62,1.48,2.85,3.04,1.53,4.04,2.94,2.83
ENSG00000140905,GCSH,1.24,1.02,1.79,2.53,0.76,1.4,2.15,1.39,1.68
ENSG00000140931,CMTM3,0.69,8.95,3.22,1.81,2.86,3.7,3.5,4.22,1.88
ENSG00000140932,CMTM2,0.13,0.34,0.54,0.46,0.43,0,0.44,0.35,0.17
ENSG00000140937,CDH11,9.62,11,10.95,5.97,10.56,1.79,4,6.36,6.42
ENSG00000140939,NOL3,4.61,5.58,7.36,3.98,4.88,4.28,8.59,7.59,5.91
ENSG00000140941,MAP1LC3B,39.07,40.97,42.25,39.3,41.99,14.92,43.1,29.33,43.31
ENSG00000140943,MBTPS1,11.69,12.13,12.94,11.13,16.14,3.8,10.27,11.52,12.07
ENSG00000140945,CDH13,28.08,6.8,27.95,21.58,53.72,0.55,9.65,2.62,18.65
ENSG00000140948,ZCCHC14,5.87,9.49,6.92,4.43,8.25,1.54,4.09,6.35,4.89
ENSG00000140950,TLDC1,1.94,1.91,2.82,1.77,2.37,0.63,1.03,1.59,1.47
ENSG00000140955,ADAD2,0.18,0.26,0.11,0.33,0.32,0.07,0.31,0.28,0.34
ENSG00000140961,OSGIN1,0.02,0.75,0.34,0.36,0.5,2.47,1.79,1.19,0.34
ENSG00000140968,IRF8,0.63,0.68,0.74,0.16,1.45,0.16,0.21,0.88,0.56
ENSG00000140983,RHOT2,7.62,20.39,12.94,10.1,12.52,10.58,14.74,17.79,7.8
ENSG00000140986,RPL3L,0,0.03,0,0.09,0.07,0.08,0.15,0,0
ENSG00000140987,ZSCAN32,1.77,4.47,2.33,2.38,3.24,1.33,2.23,2.59,2.52
ENSG00000140988,RPS2,43.05,88.1,117.11,54.3,32.6,35.32,60.11,36.36,26.12
ENSG00000140990,NDUFB10,81.97,85.01,108.06,103.82,77.6,84.13,128.5,91.22,87.03
ENSG00000140992,PDPK1,4.82,3.03,4.22,3.02,5.9,0.78,3.39,2.61,4.81
ENSG00000140993,TIGD7,3.18,3.63,3.55,2.08,2.68,1.09,2.68,3.85,2.86
ENSG00000140995,DEF8,15.67,19.51,27.44,16.01,20.63,6.79,18.83,15.12,13.98
ENSG00000141002,TCF25,32.59,28.26,42.94,43.87,39.78,14.31,26.47,25.69,26.81
ENSG00000141012,GALNS,3.78,5.59,3.41,3.06,7.23,2.41,4.59,4.67,4.16
ENSG00000141013,GAS8,2.66,7.56,2.78,2.6,3.17,2.27,4.98,6.08,3.19
ENSG00000141026,MED9,9.49,12.37,11.31,9.82,12.31,6.09,11.65,10.18,9.37
ENSG00000141027,NCOR1,7.68,7.99,6.32,5.25,13.95,7.17,7.09,6.5,7.05
ENSG00000141030,COPS3,28.65,10.86,31.22,36.21,23.4,3.09,18.43,10.07,25.08
ENSG00000141034,GID4,3.74,3.45,3.79,3.84,4.54,1.2,2.21,2.56,3.58
ENSG00000141040,ZNF287,1.23,1.6,1.97,1.01,1.96,0.45,1.97,1.22,1.73
ENSG00000141052,MYOCD,0.02,0.07,0.12,0.23,0.12,0.04,0.76,0.23,0.11
ENSG00000141068,KSR1,2.86,6.97,3.9,3.12,5.61,1.61,4.1,5.37,3.73
ENSG00000141076,CIRH1A,15.49,7.77,13.24,24.18,11.07,1.6,14.03,6.29,14.59
ENSG00000141084,RANBP10,1.76,3.86,1.95,1.91,2.92,0.76,2.23,2.47,2.18
ENSG00000141086,CTRL,0.37,2.48,1.01,0.78,1.18,1.21,0.8,2.21,0.52
ENSG00000141096,DPEP3,0,0.03,0,0,0.06,0,0.15,0.06,0
ENSG00000141098,GFOD2,17.11,10.64,27.91,20.46,16.15,2.8,10.94,8.22,9.73
ENSG00000141101,NOB1,5.2,5.98,5.62,6.14,4.8,3.24,7.12,7.09,4.97
ENSG00000141127,PRPSAP2,11.67,7.81,14.89,10.91,8.84,3.62,7.91,6.5,8.91
ENSG00000141161,UNC45B,0,0.01,0,0.01,0.01,0,0.255888,0,0.08
ENSG00000141179,PCTP,1.42,2.87,2.28,2.16,1.75,2.08,3.46,2.87,1.79
ENSG00000141194,OR4D1,0,0,0,0,0,0,0,0,0.151077
ENSG00000141198,TOM1L1,5.66,2.37,6.43,9.29,6.24,1.36,4.4,2.45,6.4
ENSG00000141200,KIF2B,0.1,0,0,0.02,0.02,0,0,0.03,0
ENSG00000141219,C17orf80,3.54,6.09,2.59,4.26,5.45,1.11,3.46,4.71,4
ENSG00000141232,TOB1,7.26,11.76,8.84,6.37,6.71,6.16,10.14,15.26,9.05
ENSG00000141252,VPS53,6.28,4.61,4.03,4.57,9.5,2.15,4.93,5.51,6.4
ENSG00000141255,SPATA22,0.4,0.88,0.67,0.34,0.32,0.32,0.55,0.41,0.76
ENSG00000141258,SGSM2,28.1,48.38,33.7,31.05,43.65,13.31,34.62,28.34,25.23
ENSG00000141279,NPEPPS,10.61,7.89,10.71,12.94,10.34,1.85,6.35,6.33,9.11
ENSG00000141293,SKAP1,0.23,0.08,0.1,0.38,0.27,0.15,0.15,0.04,0.31
ENSG00000141294,LRRC46,0.01,0.59,0.09,0.13,0.22,0.45,0,0.53,0.27
ENSG00000141295,SCRN2,3.06,11.21,7.87,3.42,6.07,6.83,9.44,11.24,4.17
ENSG00000141298,SSH2,2.36,2.1,2.57,2.13,4.13,0.68,1.44,1.68,2.42
ENSG00000141314,RHBDL3,1.68,8.4,2.06,2.07,1.68,4.49,8.99,7.42,3.07
ENSG00000141316,SPACA3,0.02,0,0,0,0.04,0,0,0,0
ENSG00000141337,ARSG,1.24,2.83,1.58,1.35,1.53,1.56,2.33,2.16,1.81
ENSG00000141338,ABCA8,1.88,0.51,0.13,1.17,3.15,1.31,1.37,4.2,3.03
ENSG00000141349,G6PC3,14.9,39.53,23.47,16.09,18.97,26.3,33.13,22.83,18.97
ENSG00000141367,CLTC,70.88,33.98,70.58,78.74,70.99,6.67,27.97,25.5,60.09
ENSG00000141371,C17orf64,0,0,0,0,0,0,0.398984,0.05,0
ENSG00000141376,BCAS3,10.62,7.72,9.51,10.85,12.27,2.85,9.19,6.58,8.8
ENSG00000141378,PTRH2,4.76,3.94,6.25,7.35,5.56,1.7,4.27,3.35,5
ENSG00000141380,SS18,3.96,12.96,3.47,3.74,5.79,4.58,9.11,11.47,6.78
ENSG00000141384,TAF4B,1.2,0.29,0.23,0.81,1.32,0.12,0.59,0.26,1.14
ENSG00000141385,AFG3L2,17.44,11.95,18.02,20.52,17.67,5.51,11.64,11.49,14.8
ENSG00000141391,PRELID3A,1.35,4.76,2.39,2.46,2.36,2.46,3.59,4.92,1.55
ENSG00000141401,IMPA2,0.41,4.44,1.48,1.35,0.77,2.91,5.13,3.71,1.25
ENSG00000141404,GNAL,19.6,10.81,15.38,11.9,16.19,1.9,1.6,6.36,17.29
ENSG00000141424,SLC39A6,24.33,17.12,19.05,15.99,19.57,3.64,11.24,12.6,18.54
ENSG00000141425,RPRD1A,33.67,15.81,33.2,39.85,31.35,5.16,19.7,14.05,31.06
ENSG00000141428,C18orf21,5.5,4.04,6.92,6.44,5.77,2.03,5.1,3.28,5.19
ENSG00000141429,GALNT1,10.68,10.91,12.78,6.69,11.05,3.02,7.67,7.33,9.19
ENSG00000141431,ASXL3,0.31,0.6,0.49,0.79,2.46,0.37,1.07,0.45,0.63
ENSG00000141433,ADCYAP1,5.83,1.91,7.25,7.75,5.28,0.21,3.35,1.8,5.01
ENSG00000141434,MEP1B,0,0.04,0.01,0.09,0.15,0.03,0.25,0.11,0.09
ENSG00000141437,SLC25A52,0.05,0.05,0,0,0,0.06,0,0,0.14
ENSG00000141441,GAREM,4.45,2.23,4.62,3.53,6.05,1.06,2.79,3.98,4.84
ENSG00000141446,ESCO1,1.96,2.13,1.63,3.15,1.87,0.78,1.31,1.52,2.01
ENSG00000141447,OSBPL1A,37.66,16.35,37.6,74.88,43.49,6.48,28.37,16.94,30.88
ENSG00000141448,GATA6,0,0,0.03,0,0.03,0.06,0,0.16,0.05
ENSG00000141449,GREB1L,0,0.06,0.04,0.12,0.15,0.03,0,0.01,0.33
ENSG00000141452,C18orf8,9.08,7.37,7.92,10.61,9.33,3.92,8.69,6.15,8.63
ENSG00000141456,PELP1,12.23,13.81,14.5,13.94,12.78,12.08,14.69,15.67,9.74
ENSG00000141458,NPC1,6.34,11.09,2.21,5.49,12.36,5.3,10.78,14.36,8.85
ENSG00000141469,SLC14A1,0,0.94,0.44,0.84,0.48,0.92,3.25,0.52,2.65
ENSG00000141480,ARRB2,29.35,19.1,36.41,30.58,37.56,12.73,27.83,24.59,23.54
ENSG00000141485,SLC13A5,2.51,30.34,3.58,4.71,2.59,9.26,17.52,17.85,4.62
ENSG00000141497,ZMYND15,0.47,0.77,0.43,0.05,0.31,0.34,0.56,0.63,0.33
ENSG00000141499,WRAP53,0.88,1.26,2.01,1.32,1.14,0.47,1.53,0.77,0.57
ENSG00000141503,MINK1,30.05,24.87,23.69,26.61,40.37,13.59,30.43,35.42,27.47
ENSG00000141504,SAT2,39.01,58.5,61.22,56.06,46.75,30.17,66.53,50.13,37.46
ENSG00000141505,ASGR1,4,3.12,6.08,2.87,2.03,0.97,2.83,2.97,1.23
ENSG00000141506,PIK3R5,0,0.35,0.13,0.09,0.3,0.09,0,0.31,0.44
ENSG00000141510,TP53,0,9.41,1.86,0.85,2.09,2.86,4.72,4,1.52
ENSG00000141519,CCDC40,0.25,1.3,0.3,0.39,0.53,0.3,0.77,0.99,0.56
ENSG00000141522,ARHGDIA,96.41,89.49,147.66,125.14,103.24,57.29,89.7,89.13,72.5
ENSG00000141524,TMC6,2.68,5.95,2.11,1.81,5.4,9.93,7.87,9.46,4.45
ENSG00000141526,SLC16A3,1.08,2.65,1.04,0.25,1.46,4.72,0.85,2.78,1.23
ENSG00000141527,CARD14,0,0.28,0.03,0.01,0.09,0.07,0.41,0.29,0.34
ENSG00000141540,TTYH2,7.4,24.62,3.91,8.23,18.4,14.38,19.07,27.02,14.11
ENSG00000141542,RAB40B,37.07,13.17,30.18,32.77,39.55,16.11,28.67,32.2,42.27
ENSG00000141543,EIF4A3,26.76,26.67,28.39,26.83,21.12,7.99,20.07,19.88,20.48
ENSG00000141551,CSNK1D,19.48,22.02,17.96,12.53,24.92,6.35,16.31,18.9,16.57
ENSG00000141552,ANAPC11,38.46,42.22,117.83,44.27,46.1,41.65,69.3,36.59,37.11
ENSG00000141556,TBCD,18.16,18.07,20.62,21.94,17.71,5.55,10.57,12.37,12.99
ENSG00000141560,FN3KRP,24.79,17.16,32.58,24.03,23.56,7.26,23.61,19.88,21.02
ENSG00000141562,NARF,12.5,13.09,21.63,18.06,15.05,5,15.72,12.06,12.28
ENSG00000141564,RPTOR,5.92,7.03,6.81,4.89,8.32,2.14,6.92,6.88,4.72
ENSG00000141568,FOXK2,7.85,8.51,9.37,4.08,11.58,2.75,7.03,7.21,7.04
ENSG00000141569,TRIM65,1.1,4.53,2.83,1.21,2.19,3.83,3.85,4.25,1.9
ENSG00000141570,CBX8,1.75,1.95,2.15,2.02,2.12,0.89,0.99,1.99,1.25
ENSG00000141574,SECTM1,0.52,0.25,0.16,0.16,0.52,0.28,0.68,0.17,0.23
ENSG00000141576,RNF157,36.24,26.91,25.13,34.42,47.46,4.77,41.51,15.64,32.22
ENSG00000141577,CEP131,1.64,4.21,2.2,1.99,1.77,2.46,2.73,4.8,1.09
ENSG00000141579,ZNF750,0,0.1,0,0.13,0,0.1,0.33,0.12,0.14
ENSG00000141580,WDR45B,21.55,43.4,27.22,22.59,23.42,15.19,35.41,35.23,23.3
ENSG00000141582,CBX4,10.67,8.66,14.39,6.39,11.23,4.14,7.76,13.64,7.93
ENSG00000141622,RNF165,4.74,2.11,3.26,4.11,12.01,0.94,1.47,2.3,3.99
ENSG00000141627,DYM,11.19,5.46,9.55,13.93,9.56,2.37,6.62,4.9,9.4
ENSG00000141639,MAPK4,15.27,25.67,10.78,13.3,28.61,8.96,27.34,33.44,16.77
ENSG00000141642,ELAC1,1.39,1.89,1.86,1.25,1.48,0.75,1.78,1.48,1.31
ENSG00000141644,MBD1,8.72,10.98,9.6,8.13,13.96,3.28,8.4,9.94,8.03
ENSG00000141646,SMAD4,4.57,7.08,7.09,5.61,4.39,1.96,3.72,4.55,5.28
ENSG00000141655,TNFRSF11A,0.37,0.21,0.39,0.44,1.27,0.04,0.81,0.36,0.59
ENSG00000141664,ZCCHC2,2.42,2.52,1.62,1.92,4.06,0.85,1.17,2.07,2.51
ENSG00000141665,FBXO15,0.79,1.34,1.31,1.36,1.03,0.3,0.46,0.92,1.24
ENSG00000141668,CBLN2,33.26,8.38,42.89,32.58,34.61,0.87,13.52,5.41,17.83
ENSG00000141682,PMAIP1,0.75,2.04,0.4,1.51,0.7,1,2.38,2.9,1.05
ENSG00000141696,P3H4,2.06,6.66,3.85,0.85,2.17,3.64,3.93,4.55,1.52
ENSG00000141698,NT5C3B,42.82,19.04,71.43,57.15,27.36,11.86,36.57,16.68,32.37
ENSG00000141699,FAM134C,7.57,13.12,9.66,5.51,13.02,7.15,11.47,12.36,9.11
ENSG00000141736,ERBB2,0.48,9.3,2.64,1.3,1.55,2.08,3.67,4.09,2.05
ENSG00000141738,GRB7,0.22,0.18,0.13,0.1,0.2,0.05,0,0.04,0.25
ENSG00000141741,MIEN1,32.29,40.38,50.92,29.01,37,32.31,55.52,38.05,34.7
ENSG00000141744,PNMT,7.26,9.97,16.83,13.13,12.24,9.7,10.55,12.04,5.31
ENSG00000141748,ARL5C,0,0.05,0,0.04,0.18,0,0.62,0.14,0.09
ENSG00000141750,STAC2,7.52,3.5,3.08,2.17,5.7,1.42,11.09,2.45,4.95
ENSG00000141753,IGFBP4,15.02,32.78,41.26,12.91,18.28,22.86,21.06,19.32,11.64
ENSG00000141756,FKBP10,2.24,14.71,5.96,3.97,2.56,8.36,9.79,11.38,3.54
ENSG00000141759,TXNL4A,41.35,29.14,51.61,59,38.83,24.9,43.31,44.23,43.15
ENSG00000141837,CACNA1A,9.83,7.67,7.69,6.38,16.08,9.3,9.52,11.95,6.83
ENSG00000141854,CTB-55O6.8,3.84,6.27,5.88,3.2,3.74,10.8,7.93,5.53,4.49
ENSG00000141858,SAMD1,19.16,37.12,32.51,24.59,19.25,19.51,27.27,26.27,14.82
ENSG00000141867,BRD4,6.42,8.39,5.47,5.58,10.06,7.11,7.42,7.23,5.67
ENSG00000141873,SLC39A3,9.15,7.17,22.5,12.46,12.37,4.32,10.8,8.35,7.04
ENSG00000141905,NFIC,7.06,9.58,3.45,5.63,10.45,15.97,14.66,13.26,7.34
ENSG00000141933,TPGS1,17.44,9.1,59.88,19.11,14.32,17.08,19.47,15.87,9.51
ENSG00000141934,PLPP2,4.34,3.5,4.79,4.05,8.01,8.89,8.03,9.66,6.43
ENSG00000141946,ZIM3,0.1,0,0,0,0,0,0.07,0,0.06
ENSG00000141956,PRDM15,0.45,0.58,0.49,0.63,0.93,0.26,0.54,0.48,0.32
ENSG00000141959,PFKL,15.5,21.47,23.33,17.22,14.04,14.92,18.25,21.55,11.55
ENSG00000141965,FEM1A,8.09,11.6,9.22,6.22,13.68,3.27,8.9,8.81,7.91
ENSG00000141968,VAV1,0.61,0.98,0.42,0.46,1.33,0.25,0.71,0.83,0.8
ENSG00000141971,MVB12A,1.83,3.96,3.58,2.67,2.4,3.12,3.72,3.31,1.82
ENSG00000141977,CIB3,0.39,0,0,0,0,0,0,0,0.2
ENSG00000141979,CTD-3222D19.2,2.74,2.45,1.97,1.11,3.18,0.31,1.56,2.55,2.11
ENSG00000141985,SH3GL1,22,37.08,38.15,21.64,24.76,16.81,32.49,28.79,15.2
ENSG00000141994,DUS3L,1.83,5.92,4.04,1.85,2.52,2.89,4.28,4.51,2.23
ENSG00000142002,DPP9,2.58,4.93,2.77,2.47,3.79,3.83,5.45,6.19,2.67
ENSG00000142025,DMRTC2,0.15,0,0,0,0,0,0.13,0,0.17
ENSG00000142039,CCDC97,4.05,8.87,5.25,4.26,6.05,3.01,5.86,7.49,4.14
ENSG00000142046,TMEM91,2.18,3.16,4.41,2.27,3,3.03,2.45,3.01,2.44
ENSG00000142065,ZFP14,2.89,2.27,1.89,2.22,2.6,0.7,1.27,1.78,2.48
ENSG00000142082,SIRT3,4.75,6.49,5.04,4.19,5.59,2.1,6.06,5.36,4.62
ENSG00000142089,IFITM3,24.3,71.06,42.46,35.47,49.86,114.12,254.62,58.5,63.83
ENSG00000142102,ATHL1,0.28,2.34,0.14,0.18,0.69,1.05,1.64,2.06,0.67
ENSG00000142149,HUNK,1.57,0.91,1.52,1.33,3.2,0.23,0,0.65,1.26
ENSG00000142156,COL6A1,7.07,35.97,11.33,5.1,7.47,11.63,14.99,22.23,6.53
ENSG00000142166,IFNAR1,7.69,11.65,6.6,6.57,11.34,3.55,9.02,9.45,8.29
ENSG00000142168,SOD1,138.95,73.34,149.65,174.99,114.94,61.2,123.45,93.77,148.04
ENSG00000142173,COL6A2,3.61,10.84,5.79,3.3,5.29,12.06,6.15,8.26,2.44
ENSG00000142178,SIK1,0.86,10.74,1.47,3.42,5.45,2.5,6.59,5.28,3.78
ENSG00000142182,DNMT3L,0.16099575,0,0,0,0,0,0,0,0.08
ENSG00000142185,TRPM2,5.5,2.11,4.97,3.4,10.92,1.62,4.25,4.11,4.17
ENSG00000142186,SCYL1,15.02,15.09,20.39,16.1,19.16,7.04,16.71,16.3,12.5
ENSG00000142188,TMEM50B,11.41,11.69,18.16,12.47,12.08,5.37,12.91,9.28,12.97
ENSG00000142192,APP,287.74,92.38,259.65,216.56,413.63,36,140.17,148.89,224.96
ENSG00000142197,DOPEY2,3.14,2.72,2.62,1.2,4.26,0.39,1.53,1.59,3.14
ENSG00000142207,URB1,2.24,3.1,2.34,1.51,3.12,0.74,3.09,2.6,2.47
ENSG00000142208,AKT1,8.77,14.1,12.21,10.06,7.81,5.39,11.59,11.8,6.53
ENSG00000142224,IL19,0.13,0,0,0,0.02,0,0,0,0
ENSG00000142227,EMP3,2.23,5.86,7.45,3.43,3.07,12.94,11.91,7.18,3.91
ENSG00000142230,SAE1,43.1,23.01,46.14,54.88,41.89,9.86,34.67,26.46,31.18
